# Fields: PRG CRC, Name, Genie Code (HEX), Pro Action Rocky Code (HEX), Address (HEX), Value (HEX), Compare Value (HEX), IsPrgOffset, Description
DF58FC5A;10-Yard Fight (USA, Europe);ZEEXIPIE;;;;;0;Your team runs faster
CD05D34E;Bugs Bunny Fun House (USA) (Beta);YPXOLVGU;;;;;0;Faster timer
CD05D34E;Bugs Bunny Fun House (USA) (Beta);ZESXVGGA;;;;;0;Quicker turning
CD05D34E;Bugs Bunny Fun House (USA) (Beta);TOVOUEYE;;;;;0;More time from Large Glop Clocks
CD05D34E;Bugs Bunny Fun House (USA) (Beta);YEVOUEYA;;;;;0;Less time from Large Glop Clocks
CD05D34E;Bugs Bunny Fun House (USA) (Beta);SXNKSKVK;;;;;0;Infinite turns
CD05D34E;Bugs Bunny Fun House (USA) (Beta);PAXGSILA;;;;;0;1 turn after continuing
CD05D34E;Bugs Bunny Fun House (USA) (Beta);PAXGSILE;;;;;0;9 turns after continuing
CD05D34E;Bugs Bunny Fun House (USA) (Beta);YEEKSAPA;;;;;0;Start on Floor 2
CD05D34E;Bugs Bunny Fun House (USA) (Beta);LOEKSAPA;;;;;0;Start on Floor 4
CD05D34E;Bugs Bunny Fun House (USA) (Beta);YOEKSAPE;;;;;0;Start on Floor 6
CD05D34E;Bugs Bunny Fun House (USA) (Beta);LXEKSAPE;;;;;0;Start on Floor 8
8B56FAEB;Bump'n'Jump (USA);AAVPNLGP;;;;;0;Jump OK, even with no power
8B56FAEB;Bump'n'Jump (USA);ZAUZAIPA;;;;;0;Gain double power on every pick-up
8B56FAEB;Bump'n'Jump (USA);AGVONLAA;;;;;0;Jump OK at any speed
8B56FAEB;Bump'n'Jump (USA);PANPNLIE;;;;;0;Set jump OK speed to 190
8B56FAEB;Bump'n'Jump (USA);LANPNLIA;;;;;0;Set jump OK speed to 130
8B56FAEB;Bump'n'Jump (USA);GEOAGGAA;;;;;0;Start on scene 5
8B56FAEB;Bump'n'Jump (USA);PEOAGGAE;;;;;0;Start on scene 10
8B56FAEB;Bump'n'Jump (USA);TEOAGGAE;;;;;0;Start on scene 15
7826FD3E;Burai Fighter (USA);PEOLATIE;;;;;0;Extra lives for Eagle level
7826FD3E;Burai Fighter (USA);AEOLPTGE;;;;;0;Extra lives for Albatross level
7826FD3E;Burai Fighter (USA);TEOLZTLA;;;;;0;Extra lives for Ace level
7826FD3E;Burai Fighter (USA);VNOTENVK;;;;;0;Infinite lives
7826FD3E;Burai Fighter (USA);LAXTTPPA;;;;;0;More power for weapons
7826FD3E;Burai Fighter (USA);ZAXTTPPE;;;;;0;Maximum power for weapons
7826FD3E;Burai Fighter (USA);PASVTPZE;;;;;0;Increase cobalt power picked up
7826FD3E;Burai Fighter (USA);VTVNIPSA;;;;;0;Start with laser
7826FD3E;Burai Fighter (USA);VTNYPPSA;;;;;0;Start with rotating pod
7826FD3E;Burai Fighter (USA);OUVNAXOO;;;;;0;Never lose weapon power
7826FD3E;Burai Fighter (USA);KXNYLZSA;;;;;0;Never lose speed up
7826FD3E;Burai Fighter (USA);KXVNYZSA;;;;;0;Never lose weapons
7826FD3E;Burai Fighter (USA);KXNYPZSA;;;;;0;Never lose rotating pod
7826FD3E;Burai Fighter (USA);AVVNLXOZ;;;;;0;Never lose anything
2B2D47F1;BurgerTime (USA);SZSTVAVI;;;;;0;Start with infinite lives
2B2D47F1;BurgerTime (USA);AASGKLGE;;;;;0;Start with 8 lives
2B2D47F1;BurgerTime (USA);SLKIZYVI;;;;;0;Start with infinite peppers
2B2D47F1;BurgerTime (USA);APVGSLIA;;;;;0;Start with double peppers
2B2D47F1;BurgerTime (USA);GZVIAZEI;;;;;0;Anti-gravity shoes
2B2D47F1;BurgerTime (USA);YPESOUGO;;;;;0;Peter Pepper gets super speed
2B2D47F1;BurgerTime (USA);SZKNNIAX;;;;;0;Fast play for experts
2B2D47F1;BurgerTime (USA);SXVSSXSU;;;;;0;Monsters always move slowly
2B2D47F1;BurgerTime (USA);SXVSSXSU;;;;;0;Monsters move at XX speed (1 of 2)
2B2D47F1;BurgerTime (USA);GOVSVXAO;;;;;0;Monsters move at double speed (2 of 2)
2B2D47F1;BurgerTime (USA);YOVSVXAO;;;;;0;Monsters move at quadruple speed (2 of 2)
BDF046EF;Cabal (USA);ENNOLGEI;;;;;0;Invincibility
BDF046EF;Cabal (USA);GXEOZZVI;;;;;0;Infinite lives
BDF046EF;Cabal (USA);SSEOZZVI;;;;;0;Infinite lives (alt)
BDF046EF;Cabal (USA);UNUOTTNN;;;;;0;Start with 9 lives - both players
BDF046EF;Cabal (USA);UNUOTTNY;;;;;0;Start with 1 life - both players
BDF046EF;Cabal (USA);KYVEOZUY;;;;;0;Start with 20 Grenades
BDF046EF;Cabal (USA);NYVEOZUY;;;;;0;Start with 50 Grenades
BDF046EF;Cabal (USA);AEUXSIPA;;;;;0;Infinite Grenades
BDF046EF;Cabal (USA);GAVXNGGE;;;;;0;12 Grenades on pick-up
BDF046EF;Cabal (USA);ZAVXNGGA;;;;;0;2 Grenades on pick-up
BDF046EF;Cabal (USA);AKOPLZEG;;;;;0;Shorter immunity
BDF046EF;Cabal (USA);NNOPLLEK;;;;;0;Longer immunity
BDF046EF;Cabal (USA);;;009F;02;;0;Invincibility - P1
BDF046EF;Cabal (USA);;;00A0;01;;0;Invincibility - P2
BDF046EF;Cabal (USA);;;00D7;09;;0;Infinite Grenades - P1
BDF046EF;Cabal (USA);;;00D8;FB;;0;Infinite Grenades - P2 (1 of 2)
BDF046EF;Cabal (USA);;;00D9;FB;;0;Infinite Grenades - P2 (2 of 2)
6A5ABFAC;Capcom's Gold Medal Challenge '92 (USA);OXSYZVON;;;;;0;Massive run power (1 of 3)
6A5ABFAC;Capcom's Gold Medal Challenge '92 (USA);ASSYLTEY;;;;;0;Massive run power (2 of 3)
6A5ABFAC;Capcom's Gold Medal Challenge '92 (USA);XVSYGTVN;;;;;0;Massive run power (3 of 3)
0BE230B7;Captain America and the Avengers (USA);OLNUNEOO;;;;;0;Infinite life - Captain America and Hawkeye, 1P mode
0BE230B7;Captain America and the Avengers (USA);SZSULYVG;;;;;0;Infinite continues
0BE230B7;Captain America and the Avengers (USA);GPNXIUZA;;;;;0;Large power stones worth 20 points
0BE230B7;Captain America and the Avengers (USA);TPNXIUZE;;;;;0;Large power stones worth 30 points
0BE230B7;Captain America and the Avengers (USA);ZLNXIUZA;;;;;0;Large power stones worth 50 points
0BE230B7;Captain America and the Avengers (USA);ZAUZILPE;;;;;0;Small power stones worth 10 points
0BE230B7;Captain America and the Avengers (USA);LSUPUELO;;;;;0;Hawkeye shoots arrows faster
0BE230B7;Captain America and the Avengers (USA);VYNXTXNN;;;;;0;Faster Captain America and Hawkeye - one direction only (1 of 2)
0BE230B7;Captain America and the Avengers (USA);ZEEZAZPA;;;;;0;Faster Captain America and Hawkeye - one direction only (2 of 2)
0BE230B7;Captain America and the Avengers (USA);SYNXTXNN;;;;;0;Even faster Captain America and Hawkeye - one direction only (1 of 2)
0BE230B7;Captain America and the Avengers (USA);LEEZAZPA;;;;;0;Even faster Captain America and Hawkeye - one direction only (2of 2)
0BE230B7;Captain America and the Avengers (USA);;;03D9;0F;;0;Infinite life - Captain America, 1P mode
0BE230B7;Captain America and the Avengers (USA);;;03DA;0F;;0;Infinite life - Hawkeye, 1P mode
0BE230B7;Captain America and the Avengers (USA);;;03DD;63;;0;Have 99 Red Gems - Captain America, 1P mode
0BE230B7;Captain America and the Avengers (USA);;;03DE;63;;0;Have 99 Red Gems - Hawkeye, 1P mode
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);SLATVK;;;;;0;Infinite health
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);SZATZN;;;;;0;Infinite lives
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);SZATEK;;;;;0;Invincibility
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;0316;09;;0;Max blast level
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;0318;80;;0;Infinite blast meter
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05AA;01;;0;Have Door Key
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05AB;01;;0;Have Corkscrew
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05AC;01;;0;Have Power Boots
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05B3;01;;0;Have Teleport Wand
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05B4;01;;0;Have Latern
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05B5;01;;0;Have Mystical Gems of Lascorbanos
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05B6;01;;0;Have Coins of Tenure
3D8C4A06;Captain Comic - The Adventure (USA) (Unl);;;05B7;01;;0;Have Crown of the Ages
C23A56DA;Captain Planet and the Planeteers (USA);SZNKNUSE;;;;;0;Invincibility
C23A56DA;Captain Planet and the Planeteers (USA);SKNLYVVK;;;;;0;Infinite lives (alt)
C23A56DA;Captain Planet and the Planeteers (USA);SXNLYVVK;;;;;0;Infinite lives - outside levels
C23A56DA;Captain Planet and the Planeteers (USA);SZSUGVVK;;;;;0;Infinite lives - inside levels
C23A56DA;Captain Planet and the Planeteers (USA);PAETITGE;;;;;0;Start with 10 lives - inside levels
C23A56DA;Captain Planet and the Planeteers (USA);PAETITGA;;;;;0;Start with 2 lives - inside levels
C23A56DA;Captain Planet and the Planeteers (USA);SZNXGXVK;;;;;0;Infinite power - outside levels (1 of 2)
C23A56DA;Captain Planet and the Planeteers (USA);SZVXPKVK;;;;;0;Infinite power - outside levels (2 of 2)
C23A56DA;Captain Planet and the Planeteers (USA);SXXXEUVK;;;;;0;Infinite power - inside levels (1 of 2)
C23A56DA;Captain Planet and the Planeteers (USA);SZEUGKVK;;;;;0;Infinite power - inside levels (2 of 2)
C23A56DA;Captain Planet and the Planeteers (USA);AANVAEGZ;;;;;0;Start inside level 1 instead of outside
C23A56DA;Captain Planet and the Planeteers (USA);PENVIGGA;;;;;0;Start with 2 lives instead of 5 - outside levels
C23A56DA;Captain Planet and the Planeteers (USA);PENVIGGE;;;;;0;Start with 10 lives - outside levels
EFD26E37;Captain Skyhawk (USA) (Rev A);OZKAIGVK;;;;;0;Infinite lives
EFD26E37;Captain Skyhawk (USA) (Rev A);SGKAIGVG;;;;;0;Infinite lives (alt)
EFD26E37;Captain Skyhawk (USA) (Rev A);PEUITIIA;;;;;0;Start with 1 life
EFD26E37;Captain Skyhawk (USA) (Rev A);ZEUITIIE;;;;;0;Start with 10 lives
EFD26E37;Captain Skyhawk (USA) (Rev A);OZXPUZVK;;;;;0;Infinite Maverick missiles
EFD26E37;Captain Skyhawk (USA) (Rev A);OXKPVGVK;;;;;0;Infinite Hawk Bombs
EFD26E37;Captain Skyhawk (USA) (Rev A);LESITITA;;;;;0;Start with half Hawk Bombs
EFD26E37;Captain Skyhawk (USA) (Rev A);GOSITITA;;;;;0;Start with 20 Hawk Bombs
EFD26E37;Captain Skyhawk (USA) (Rev A);AESSZIZE;;;;;0;Start with 8 Phoenix and Maverick missiles
EFD26E37;Captain Skyhawk (USA) (Rev A);GENXKGZA;;;;;0;Double cost of Hawk Bombs
EFD26E37;Captain Skyhawk (USA) (Rev A);GAXZKIZA;;;;;0;Double cost of Phoenix missiles
EFD26E37;Captain Skyhawk (USA) (Rev A);ZAOZEIIE;;;;;0;Double cost of Maverick missiles
F518DD58;Captain Skyhawk (USA);ESOOVIEY;;;;;0;Invincibility (PRG0)
F518DD58;Captain Skyhawk (USA);OZKAIGVK;;;;;0;Infinite lives
F518DD58;Captain Skyhawk (USA);SGKAIGVG;;;;;0;Infinite lives (alt)
F518DD58;Captain Skyhawk (USA);PEUITIIA;;;;;0;Start with 1 life
F518DD58;Captain Skyhawk (USA);ZEUITIIE;;;;;0;Start with 10 lives
F518DD58;Captain Skyhawk (USA);OZXPUZVK;;;;;0;Infinite Maverick missiles
F518DD58;Captain Skyhawk (USA);OXKPVGVK;;;;;0;Infinite Hawk Bombs
F518DD58;Captain Skyhawk (USA);LESITITA;;;;;0;Start with half Hawk Bombs
F518DD58;Captain Skyhawk (USA);GOSITITA;;;;;0;Start with 20 Hawk Bombs
F518DD58;Captain Skyhawk (USA);AESSZIZE;;;;;0;Start with 8 Phoenix and Maverick missiles
F518DD58;Captain Skyhawk (USA);GENXKGZA;;;;;0;Double cost of Hawk Bombs
F518DD58;Captain Skyhawk (USA);GAXZKIZA;;;;;0;Double cost of Phoenix missiles
F518DD58;Captain Skyhawk (USA);ZAOZEIIE;;;;;0;Double cost of Maverick missiles
05A688C8;Casino Kid (USA);OXKEPTES;;;;;0;Always win hand in Blackjack
05A688C8;Casino Kid (USA);OXOEIIEO;;;;;0;Can always bet all money in Blackjack
05A688C8;Casino Kid (USA);SZOOUKGK;;;;;0;Always win hand in Poker
05A688C8;Casino Kid (USA);VAVAKXAT;;;;;0;Can always bet all money in Poker
7329118D;Casino Kid II (USA);AZKKYOTG;;;;;0;Start new game with $82 instead of $200
7329118D;Casino Kid II (USA);EGKKYOTK;;;;;0;Start new game with $512
7329118D;Casino Kid II (USA);AZSGGPAA;;;;;0;Start new game with $21,171
7329118D;Casino Kid II (USA);EGSGGPAE;;;;;0;Start new game with $131,272
7329118D;Casino Kid II (USA);AASKPPAE;;;;;0;Start new game with $1,342,377
7329118D;Casino Kid II (USA);AZSKPPAA;;;;;0;Start new game with $5,368,909
7329118D;Casino Kid II (USA);PAOASGIE;;;;;0;Can't double down in blackjack (game will say you do not have enough money)
7329118D;Casino Kid II (USA);PAKAVIIE;;;;;0;Can't split in blackjack (game will say you do not have enough money)
0AE6C9E2;Castelian (USA);SXKTEISA;;;;;0;Invincibility
0AE6C9E2;Castelian (USA);SLOKZLVI;;;;;0;Infinite lives
0AE6C9E2;Castelian (USA);SIOKZLVI;;;;;0;Infinite lives (alt)
0AE6C9E2;Castelian (USA);PEVGYPLA;;;;;0;Start with 1 life
0AE6C9E2;Castelian (USA);TEVGYPLA;;;;;0;Start with 6 lives
0AE6C9E2;Castelian (USA);PEVGYPLE;;;;;0;Start with 9 lives
0AE6C9E2;Castelian (USA);IAOGTZZA;;;;;0;Start with 5 continues
0AE6C9E2;Castelian (USA);AAOGTZZE;;;;;0;Start with 8 continues
0AE6C9E2;Castelian (USA);SZNXYAVG;;;;;0;Infinite time
D377CC36;Castle of Deceit (USA) (Unl);SXNIOUVK;;;;;0;Infinite energy
D377CC36;Castle of Deceit (USA) (Unl);SZOSYSVK;;;;;0;Infinite lives
2F2D1FA9;Castle of Dragon (USA);PEVPULAP;;;;;0;Stop Skeletons from fighting
2F2D1FA9;Castle of Dragon (USA);GEOGYZPA;;;;;0;Faster fighting
2F2D1FA9;Castle of Dragon (USA);ZPSLONLP;;;;;0;Super strong enemies
2F2D1FA9;Castle of Dragon (USA);SZVUSNVK;;;;;0;No harm from most enemy attacks
2F2D1FA9;Castle of Dragon (USA);YNOLSYAE;;;;;0;Infinite health
2F2D1FA9;Castle of Dragon (USA);NYXKLAGE;;;;;0;Super health
2F2D1FA9;Castle of Dragon (USA);ZAXGLAAA;;;;;0;Start with Knives
2F2D1FA9;Castle of Dragon (USA);LAXGLAAA;;;;;0;Start with Knives and Mace
2F2D1FA9;Castle of Dragon (USA);EAXGLAAA;;;;;0;Start with Armor
2F2D1FA9;Castle of Dragon (USA);UAXGLAAA;;;;;0;Start with Armor, Knives and Mace
749DC135;Castlequest (USA);SXUEXSSE;;;;;0;Invincibility
749DC135;Castlequest (USA);SXKAVIVG;;;;;0;Infinite lives
749DC135;Castlequest (USA);ATSXATEY;;;;;0;Infinite keys
749DC135;Castlequest (USA);LKUZTZZU;;;;;0;75 lives instead of 50
749DC135;Castlequest (USA);POUZTZZU;;;;;0;25 lives instead of 50
749DC135;Castlequest (USA);SXKNKLVG;;;;;0;Don't lose life from 'reset' or 'back' options
749DC135;Castlequest (USA);SZOEIUVK;;;;;0;Use sword (press 'B') as long as you like
749DC135;Castlequest (USA);XXOAZGYA;;;;;0;Now you can move while using sword
749DC135;Castlequest (USA);IAEEALYP;;;;;0;Must use with the last code for permanent sword-wielding ability
749DC135;Castlequest (USA);GAXEGIZA;;;;;0;Supercharged speed-up (1 of 2)
749DC135;Castlequest (USA);GAUEGIZA;;;;;0;Supercharged speed-up (2 of 2)
749DC135;Castlequest (USA);AAXEGIZE;;;;;0;Turbo fuel-injected 16-valve speed-up (1 of 2)
749DC135;Castlequest (USA);AAUEGIZE;;;;;0;Turbo fuel-injected 16-valve speed-up (2 of 2)
B668C7FC;Castlevania (USA) (Rev A);SKSTZTSZ;;;;;0;Invincibility
B668C7FC;Castlevania (USA) (Rev A);VXNVXAVG;;;;;0;Invincibility after one hit
B668C7FC;Castlevania (USA) (Rev A);SZSVLYSE;;;;;0;Infinite health
B668C7FC;Castlevania (USA) (Rev A);OXNGLZVK;;;;;0;Infinite lives
B668C7FC;Castlevania (USA) (Rev A);SXXXYAAX;;;;;0;Infinite time
B668C7FC;Castlevania (USA) (Rev A);KZSSEZKA;;;;;0;Infinite hearts (1 of 2)
B668C7FC;Castlevania (USA) (Rev A);KXESUZKA;;;;;0;Infinite hearts (2 of 2)
B668C7FC;Castlevania (USA) (Rev A);AXOGOPIE;;;;;0;Start with 40 hearts
B668C7FC;Castlevania (USA) (Rev A);ASOGOPIA;;;;;0;Start with 80 hearts
B668C7FC;Castlevania (USA) (Rev A);GZOGYUSE;;;;;0;Keep weapons after dying
B668C7FC;Castlevania (USA) (Rev A);ZEUTAYAA;;;;;0;Gain triple shot on weapon pick-up
B668C7FC;Castlevania (USA) (Rev A);NAPOLN;;;;;0;Don't get knocked back when hit
B668C7FC;Castlevania (USA) (Rev A);SKPPEL;;;;;0;Jump 3x as high
B668C7FC;Castlevania (USA) (Rev A);EVPPEL;;;;;0;Jump 2x as high
B668C7FC;Castlevania (USA) (Rev A);OZOOIKSE;;;;;0;Multi-jump (01 of 12)
B668C7FC;Castlevania (USA) (Rev A);PAOOTGLG;;;;;0;Multi-jump (02 of 12)
B668C7FC;Castlevania (USA) (Rev A);SAOOYGPE;;;;;0;Multi-jump (03 of 12)
B668C7FC;Castlevania (USA) (Rev A);GTXPAKVV;;;;;0;Multi-jump (04 of 12)
B668C7FC;Castlevania (USA) (Rev A);GAXPPKGT;;;;;0;Multi-jump (05 of 12)
B668C7FC;Castlevania (USA) (Rev A);ZGXPZGGE;;;;;0;Multi-jump (06 of 12)
B668C7FC;Castlevania (USA) (Rev A);AXKOZKSZ;;;;;0;Multi-jump (07 of 12)
B668C7FC;Castlevania (USA) (Rev A);PEKOLGGP;;;;;0;Multi-jump (08 of 12)
B668C7FC;Castlevania (USA) (Rev A);KOKOGGIA;;;;;0;Multi-jump (09 of 12)
B668C7FC;Castlevania (USA) (Rev A);AVOPZYEP;;;;;0;Multi-jump (10 of 12)
B668C7FC;Castlevania (USA) (Rev A);VEEOGGSV;;;;;0;Multi-jump (11 of 12)
B668C7FC;Castlevania (USA) (Rev A);KOEOIGOZ;;;;;0;Multi-jump (12 of 12)
B668C7FC;Castlevania (USA) (Rev A);PANKXPGA;;;;;0;Start with 1 life (1 of 2)
B668C7FC;Castlevania (USA) (Rev A);PANGSAGA;;;;;0;Start with 1 life (2 of 2)
B668C7FC;Castlevania (USA) (Rev A);AANKXPGE;;;;;0;Start with 8 lives (1 of 2)
B668C7FC;Castlevania (USA) (Rev A);AANGSAGE;;;;;0;Start with 8 lives (2 of 2)
B668C7FC;Castlevania (USA) (Rev A);VXOLEOVE;;;;;0;Start on last level (1 of 3)
B668C7FC;Castlevania (USA) (Rev A);PEEUEPLE;;;;;0;Start on last level (2 of 3)
B668C7FC;Castlevania (USA) (Rev A);ZOEUSPAA;;;;;0;Start on last level (3 of 3)
B668C7FC;Castlevania (USA) (Rev A);;;002A;63;;0;Infinite lives (alt)
B668C7FC;Castlevania (USA) (Rev A);;;0045;40;;0;Infinite health (alt)
B668C7FC;Castlevania (USA) (Rev A);;;005B;02;;0;Invincibility (blinking)
B668C7FC;Castlevania (USA) (Rev A);;;0070;02;;0;Have the best Whip
B668C7FC;Castlevania (USA) (Rev A);;;0071;63;;0;Infinite hearts (disable at end of stage)
B668C7FC;Castlevania (USA) (Rev A);;;015B;08;;0;Have the Knife
B668C7FC;Castlevania (USA) (Rev A);;;015B;09;;0;Have the Cross
B668C7FC;Castlevania (USA) (Rev A);;;015B;0B;;0;Have the Holy Water
B668C7FC;Castlevania (USA) (Rev A);;;015B;0D;;0;Have the Axe
B668C7FC;Castlevania (USA) (Rev A);;;015B;0F;;0;Have the Stopwatch
B668C7FC;Castlevania (USA) (Rev A);;;01A9;00;;0;Bosses have no health
0AC1AA8F;Castlevania (USA);SXXXYAAX;;;;;0;Infinite time
0AC1AA8F;Castlevania (USA);NAPOLN;;;;;0;Don't get knocked back when hit
0AC1AA8F;Castlevania (USA);SKPPEL;;;;;0;Jump 3x as high
0AC1AA8F;Castlevania (USA);EVPPEL;;;;;0;Jump 2x as high
0AC1AA8F;Castlevania (USA);OZOOIKSE;;;;;0;Multi-jump (01 of 12)
0AC1AA8F;Castlevania (USA);PAOOTGLG;;;;;0;Multi-jump (02 of 12)
0AC1AA8F;Castlevania (USA);SAOOYGPE;;;;;0;Multi-jump (03 of 12)
0AC1AA8F;Castlevania (USA);GTXPAKVV;;;;;0;Multi-jump (04 of 12)
0AC1AA8F;Castlevania (USA);GAXPPKGT;;;;;0;Multi-jump (05 of 12)
0AC1AA8F;Castlevania (USA);ZGXPZGGE;;;;;0;Multi-jump (06 of 12)
0AC1AA8F;Castlevania (USA);AXKOZKSZ;;;;;0;Multi-jump (07 of 12)
0AC1AA8F;Castlevania (USA);PEKOLGGP;;;;;0;Multi-jump (08 of 12)
0AC1AA8F;Castlevania (USA);KOKOGGIA;;;;;0;Multi-jump (09 of 12)
0AC1AA8F;Castlevania (USA);AVOPZYEP;;;;;0;Multi-jump (10 of 12)
0AC1AA8F;Castlevania (USA);VEEOGGSV;;;;;0;Multi-jump (11 of 12)
0AC1AA8F;Castlevania (USA);KOEOIGOZ;;;;;0;Multi-jump (12 of 12)
0AC1AA8F;Castlevania (USA);AAOVLSVG;;;;;0;Hit anywhere (Whip) (1 of 2)
0AC1AA8F;Castlevania (USA);AAXVLSVL;;;;;0;Hit anywhere (Whip) (2 of 2)
0AC1AA8F;Castlevania (USA);VXOLEOVE;;;;;0;Start on last level (1 of 3)
0AC1AA8F;Castlevania (USA);PEEUEPLE;;;;;0;Start on last level (2 of 3)
0AC1AA8F;Castlevania (USA);ZOEUSPAA;;;;;0;Start on last level (3 of 3)
0AC1AA8F;Castlevania (USA);IGGOON;;;;;0;Walk through walls
0AC1AA8F;Castlevania (USA);SXKKAXSE;;;;;0;Keep sub-weapon after dying
0AC1AA8F;Castlevania (USA);;;002A;63;;0;Infinite lives
0AC1AA8F;Castlevania (USA);;;0045;40;;0;Infinite health
0AC1AA8F;Castlevania (USA);;;005B;02;;0;Invincibility (blinking)
0AC1AA8F;Castlevania (USA);;;0070;02;;0;Have the best Whip
0AC1AA8F;Castlevania (USA);;;0071;63;;0;Infinite hearts (disable at end of stage)
0AC1AA8F;Castlevania (USA);;;015B;08;;0;Have the Knife
0AC1AA8F;Castlevania (USA);;;015B;09;;0;Have the Cross
0AC1AA8F;Castlevania (USA);;;015B;0B;;0;Have the Holy Water
0AC1AA8F;Castlevania (USA);;;015B;0D;;0;Have the Axe
0AC1AA8F;Castlevania (USA);;;015B;0F;;0;Have the Stopwatch
0AC1AA8F;Castlevania (USA);;;01A9;00;;0;Bosses have no health
C62793CF;Castlevania II - Simon's Quest (USA);EIKELTEY;;;;;0;Invincibility
C62793CF;Castlevania II - Simon's Quest (USA);LZUAINVI;;;;;0;Invincibility (enemies die on contact) (1 of 2)
C62793CF;Castlevania II - Simon's Quest (USA);OAUATYNE;;;;;0;Invincibility (enemies die on contact) (2 of 2)
C62793CF;Castlevania II - Simon's Quest (USA);SZSSYLSA;;;;;0;Infinite health
C62793CF;Castlevania II - Simon's Quest (USA);GXOGGZVG;;;;;0;Infinite lives
C62793CF;Castlevania II - Simon's Quest (USA);IAXIOPVG;;;;;0;Infinite Laurels
C62793CF;Castlevania II - Simon's Quest (USA);SXOEPOVK;;;;;0;Infinite Laurel time
C62793CF;Castlevania II - Simon's Quest (USA);SZUISPVG;;;;;0;Infinite Garlic
C62793CF;Castlevania II - Simon's Quest (USA);SXOSLYSA;;;;;0;Stops time (always daytime)
C62793CF;Castlevania II - Simon's Quest (USA);KATAZY;;;;;0;Small hearts worth 100
C62793CF;Castlevania II - Simon's Quest (USA);EESEOPAP;;;;;0;Multi-jump (01 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);ESSEXPLP;;;;;0;Multi-jump (02 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);GESEUPEX;;;;;0;Multi-jump (03 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);GKSESPAX;;;;;0;Multi-jump (04 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);OESENPVE;;;;;0;Multi-jump (05 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);PXSEEPLE;;;;;0;Multi-jump (06 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);SNSANOGT;;;;;0;Multi-jump (07 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);SXSAVOSZ;;;;;0;Multi-jump (08 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);UNVEOPAE;;;;;0;Multi-jump (09 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);VVSEVOSV;;;;;0;Multi-jump (10 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);XVSEKPEN;;;;;0;Multi-jump (11 of 11)
C62793CF;Castlevania II - Simon's Quest (USA);AALSPT;;;;;0;Whip can destroy any block (1 of 4)
C62793CF;Castlevania II - Simon's Quest (USA);AAZSAT;;;;;0;Whip can destroy any block (2 of 4)
C62793CF;Castlevania II - Simon's Quest (USA);APISIT;;;;;0;Whip can destroy any block (3 of 4)
C62793CF;Castlevania II - Simon's Quest (USA);XVPIPV;;;;;0;Whip can destroy any block (4 of 4)
C62793CF;Castlevania II - Simon's Quest (USA);INIEEA;;;;;0;Whip destroys all enemies/townspeople on screen
C62793CF;Castlevania II - Simon's Quest (USA);AENESAPT;;;;;0;Hit anywhere - whip (3 of 3)
C62793CF;Castlevania II - Simon's Quest (USA);AAOANPYG;;;;;0;Hit anywhere - whip (1 of 3)
C62793CF;Castlevania II - Simon's Quest (USA);AAOEKPGI;;;;;0;Hit anywhere - whip (2 of 3)
C62793CF;Castlevania II - Simon's Quest (USA);AAXAVPAG;;;;;0;One hit kills
C62793CF;Castlevania II - Simon's Quest (USA);AXVENOAL;;;;;0;Jump higher (4 1/3 blocks)
C62793CF;Castlevania II - Simon's Quest (USA);ELEEOZAL;;;;;0;Hit anywhere - Sub-weapons (1 of 2)
C62793CF;Castlevania II - Simon's Quest (USA);ELXANZAL;;;;;0;Hit anywhere - Sub-weapons (2 of 2)
C62793CF;Castlevania II - Simon's Quest (USA);EIOIOGEY;;;;;0;Whip much faster
C62793CF;Castlevania II - Simon's Quest (USA);PAZNGO;;;;;0;Start with 100 Experience (E)
C62793CF;Castlevania II - Simon's Quest (USA);AISKTIAL;;;;;0;Start with more health
C62793CF;Castlevania II - Simon's Quest (USA);PASGLILA;;;;;0;Start with 1 life
C62793CF;Castlevania II - Simon's Quest (USA);TASGLILA;;;;;0;Start with 6 lives
C62793CF;Castlevania II - Simon's Quest (USA);PASGLILE;;;;;0;Start with 9 lives
C62793CF;Castlevania II - Simon's Quest (USA);IZSKZIAI;;;;;0;Start with 25 hearts
